time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
5.114812,2.317026,2.357601,2.771764,2.734444
5.119812,2.330817,2.368513,2.748954,2.711774
5.124811,2.344491,2.384727,2.725435,2.682013
5.129811,2.358045,2.395434,2.700730,2.663181
5.134810,2.371470,2.411337,2.674347,2.628624
5.139810,2.384760,2.421829,2.646850,2.603595
5.144810,2.397907,2.437380,2.617889,2.564820
5.149809,2.410907,2.447615,2.587551,2.540214
5.154809,2.423750,2.462759,2.555730,2.489721
5.159809,2.436430,2.472692,2.522636,2.465761
5.164808,2.448939,2.487398,2.487911,2.423907
5.169808,2.461271,2.497064,2.451819,2.393714
5.174808,2.473418,2.511324,2.414159,2.344053
5.179807,2.485372,2.520667,2.375060,2.306948
5.184807,2.497127,2.534393,2.334824,2.250940
5.189806,2.508678,2.543356,2.293531,2.217455
5.194806,2.520020,2.556563,2.251577,2.168304
5.199806,2.531150,2.565195,2.208549,2.130073
5.204805,2.542061,2.582679,2.164482,2.087837
5.209805,2.552749,2.590986,2.119747,2.048183
5.214805,2.563213,2.603181,2.074750,1.991482
5.219804,2.573451,2.611110,2.029302,1.956223
5.224804,2.583459,2.622723,1.983131,1.891956
5.229804,2.593236,2.630259,1.937032,1.856764
5.234803,2.602782,2.641267,1.890583,1.792149
5.239803,2.612097,2.648390,1.844424,1.751841
5.244802,2.621180,2.658798,1.798030,1.697763
5.249802,2.630030,2.665553,1.751404,1.658806
5.254802,2.638646,2.675369,1.704137,1.589339
5.259801,2.647023,2.681692,1.656267,1.549550
5.264801,2.655159,2.690862,1.607706,1.486729
5.269801,2.663051,2.696754,1.558724,1.437667
5.274800,2.670698,2.705278,1.509676,1.384911
5.279800,2.678097,2.710773,1.459998,1.342965
5.284800,2.685248,2.718712,1.410433,1.282333
5.289799,2.692154,2.723797,1.361578,1.243111
5.294799,2.698815,2.731138,1.312536,1.182712
5.299798,2.705231,2.735824,1.263812,1.141607
5.304798,2.711400,2.749201,1.213814,1.123569
5.309798,2.717317,2.753653,1.162759,1.081898
5.314797,2.722977,2.760010,1.111526,1.015562
5.319797,2.728383,2.764032,1.061294,0.974391
5.324797,2.733541,2.769746,1.012036,0.911199
5.329796,2.738458,2.773348,0.964450,0.870398
5.334796,2.743142,2.778458,0.918816,0.815743
5.339796,2.747605,2.781678,0.875300,0.776849
5.344795,2.751857,2.786233,0.834343,0.719884
5.349795,2.755914,2.789070,0.796286,0.686945
5.354795,2.759788,2.793100,0.761009,0.638915
5.359794,2.763495,2.795633,0.728451,0.610963
5.364794,2.767045,2.799223,0.698326,0.574432
5.369793,2.770453,2.801510,0.670770,0.550812
5.374793,2.773731,2.804740,0.645630,0.514341
5.379793,2.776890,2.806768,0.622896,0.493078
5.384792,2.779942,2.809668,0.602357,0.466321
5.389792,2.782897,2.811523,0.583876,0.451978
5.394792,2.785766,2.814182,0.567478,0.425851
5.399791,2.788559,2.815863,0.552855,0.410218
5.404791,2.791283,2.831594,0.539583,0.495283
5.409791,2.793946,2.833564,0.528055,0.482757
5.414790,2.796556,2.836431,0.518015,0.468604
5.419790,2.799119,2.838297,0.509415,0.459154
5.424789,2.801644,2.841026,0.501974,0.447174
5.429789,2.804134,2.842807,0.495530,0.440453
5.434789,2.806594,2.845437,0.489882,0.433478
5.439788,2.809029,2.847163,0.484964,0.427019
5.444788,2.811440,2.849710,0.480592,0.421418
5.449788,2.813831,2.851386,0.476674,0.413330
5.454787,2.816203,2.853848,0.473070,0.406312
5.459787,2.818558,2.855465,0.469669,0.401511
5.464787,2.820897,2.857867,0.466450,0.396750
5.469786,2.823220,2.859460,0.463392,0.396106
5.474786,2.825528,2.861822,0.460422,0.390036
5.479785,2.827821,2.863365,0.457496,0.385497
5.484785,2.830100,2.865673,0.454549,0.382367
5.489785,2.832364,2.867203,0.451627,0.378281
5.494784,2.834613,2.869469,0.448691,0.374734
5.499784,2.836848,2.870982,0.445784,0.370234
5.504784,2.839068,2.879592,0.442883,0.393377
5.509783,2.841274,2.881208,0.440008,0.389862
5.514783,2.843466,2.883535,0.437147,0.385231
5.519783,2.845643,2.885054,0.434284,0.383917
5.524782,2.847806,2.887357,0.431470,0.382209
5.529782,2.849955,2.888864,0.428692,0.380015
5.534781,2.852090,2.891133,0.425927,0.375789
5.539781,2.854211,2.892637,0.423141,0.372110
5.544781,2.856318,2.894861,0.420319,0.369809
5.549780,2.858411,2.896341,0.417431,0.366838
5.554780,2.860489,2.898539,0.414497,0.364766
5.559780,2.862553,2.900011,0.411501,0.361234
5.564779,2.864601,2.902166,0.408445,0.353702
5.569779,2.866634,2.903532,0.405254,0.349003
5.574779,2.868650,2.905620,0.401982,0.346433
5.579778,2.870650,2.906973,0.398602,0.339716
5.584778,2.872633,2.908998,0.395030,0.330993
5.589777,2.874597,2.910349,0.391347,0.327800
5.594777,2.876542,2.912301,0.387520,0.321507
5.599777,2.878468,2.913588,0.383517,0.318234
5.604776,2.880373,2.928343,0.379488,0.315859
5.609776,2.882259,2.929608,0.375554,0.311753
5.614776,2.884125,2.931467,0.371693,0.306007
5.619775,2.885972,2.932694,0.367885,0.301697
5.624775,2.887800,2.934492,0.364023,0.293238
5.629775,2.889608,2.935669,0.360067,0.287375
5.634774,2.891396,2.937383,0.355904,0.281141
5.639774,2.893163,2.938500,0.351461,0.274518
5.644773,2.894906,2.940138,0.346817,0.267818
5.649773,2.896626,2.941192,0.341836,0.260210
5.654773,2.898319,2.942733,0.336628,0.252326
5.659772,2.899986,2.943767,0.331168,0.247609
5.664772,2.901625,2.945237,0.325345,0.239269
5.669772,2.903233,2.946242,0.319158,0.236234
5.674771,2.904809,2.947647,0.312647,0.227623
5.679771,2.906352,2.948610,0.305883,0.222465
5.684771,2.907861,2.949936,0.298943,0.215603
5.689770,2.909334,2.950737,0.291846,0.205902
5.694770,2.910772,2.951957,0.284559,0.197551
5.699769,2.912172,2.952644,0.276950,0.186134
5.704769,2.913533,2.943011,0.269090,0.138338
5.709769,2.914854,2.943567,0.260905,0.128064
5.714768,2.916134,2.944308,0.252720,0.116090
5.719768,2.917373,2.944761,0.244615,0.106961
5.724768,2.918572,2.945380,0.236580,0.092839
5.729767,2.919732,2.945740,0.228793,0.084917
5.734767,2.920853,2.946231,0.221315,0.075632
5.739767,2.921938,2.946525,0.214210,0.068650
5.744766,2.922989,2.946919,0.207592,0.058323
5.749766,2.924008,2.947144,0.201504,0.051027
5.754766,2.924999,2.947432,0.195950,0.040867
5.759765,2.925963,2.947592,0.191033,0.038086
5.764765,2.926906,2.947806,0.186830,0.031397
5.769764,2.927829,2.947923,0.183395,0.026140
5.774764,2.928738,2.948059,0.180704,0.019457
5.779764,2.929635,2.948145,0.178722,0.017714
5.784763,2.930524,2.948241,0.177411,0.012505
5.789763,2.931409,2.948271,0.176760,0.009494
5.794763,2.932292,2.948320,0.176756,0.004050
5.799762,2.933178,2.948272,0.177394,0.000578
5.804762,2.934068,2.967634,0.178676,0.101029
5.809762,2.934968,2.968071,0.180615,0.100916
5.814761,2.935878,2.968681,0.183131,0.105039
5.819761,2.936802,2.969090,0.186106,0.105708
5.824760,2.937743,2.969733,0.189436,0.109664
5.829760,2.938700,2.970164,0.192994,0.113951
5.834760,2.939677,2.970849,0.196602,0.115571
5.839759,2.940670,2.971311,0.200129,0.117039
5.844759,2.941681,2.972025,0.203492,0.123160
5.849759,2.942708,2.972511,0.206590,0.121815
5.854758,2.943749,2.973244,0.209295,0.124530
5.859758,2.944803,2.973803,0.211521,0.131179
5.864758,2.945865,2.974600,0.213196,0.133754
5.869757,2.946935,2.975054,0.214288,0.129216
5.874757,2.948008,2.975828,0.214793,0.128918
5.879756,2.949082,2.976431,0.214699,0.130658
5.884756,2.950154,2.977208,0.214012,0.127509
5.889756,2.951220,2.977947,0.212758,0.135093
5.894755,2.952279,2.978758,0.210965,0.133386
5.899755,2.953327,2.979363,0.208660,0.134907
5.904755,2.954362,2.993144,0.205740,0.217985
5.909754,2.955380,2.993898,0.202134,0.217400
5.914754,2.956378,2.995182,0.197826,0.209545
5.919754,2.957353,2.996050,0.192865,0.204055
5.924753,2.958301,2.997259,0.187317,0.195441
5.929753,2.959219,2.998148,0.181238,0.184461
5.934752,2.960106,2.999243,0.174659,0.177762
5.939752,2.960958,2.999942,0.167593,0.171007
5.944752,2.961774,3.000946,0.160010,0.161033
5.949751,2.962549,3.001573,0.151927,0.152477
5.954751,2.963284,3.002475,0.143490,0.144452
5.959751,2.963975,3.002889,0.134830,0.124505
5.964750,2.964623,3.003614,0.125935,0.114312
5.969750,2.965225,3.004221,0.116820,0.112790
5.974750,2.965782,3.004877,0.107556,0.100500
5.979749,2.966292,3.005197,0.098296,0.087374
5.984749,2.966756,3.005699,0.089080,0.076023
5.989748,2.967173,3.006147,0.079902,0.071742
5.994748,2.967546,3.006553,0.070888,0.060483
5.999748,2.967874,3.006963,0.062066,0.059114
6.004747,2.968157,3.029240,0.053020,0.117025
6.009747,2.968394,3.029693,0.043651,0.111369
6.014747,2.968584,3.030339,0.034172,0.098797
6.019746,2.968726,3.030951,0.024703,0.086972
6.024746,2.968822,3.031464,0.015286,0.080661
6.029746,2.968869,3.031619,0.005802,0.081876
6.034745,2.968869,3.032082,-0.003746,0.070651
6.039745,2.968821,3.032308,-0.013507,0.071631
6.044744,2.968724,3.032718,-0.023445,0.059429
6.049744,2.968577,3.032946,-0.033446,0.049147
6.054744,2.968380,3.033209,-0.043423,0.032275
6.059743,2.968133,3.033290,-0.053492,0.019768
6.064743,2.967835,3.033382,-0.063749,0.006436
6.069743,2.967484,3.033406,-0.074326,-0.000800
6.074742,2.967080,3.033382,-0.085197,-0.012338
6.079742,2.966621,3.033123,-0.096339,-0.033055
6.084742,2.966105,3.032901,-0.107665,-0.046269
6.089741,2.965532,3.032472,-0.119124,-0.063480
6.094741,2.964902,3.032059,-0.130574,-0.080477
6.099741,2.964215,3.032062,-0.141909,-0.084261
6.104740,2.963471,3.018725,-0.153479,-0.173836
6.109740,2.962669,3.018303,-0.165101,-0.191451
6.114739,2.961809,3.017118,-0.176682,-0.208460
6.119739,2.960891,3.016377,-0.187986,-0.222742
6.124739,2.959919,3.015001,-0.198670,-0.241362
6.129738,2.958896,3.014008,-0.208481,-0.250760
6.134738,2.957827,3.012470,-0.217265,-0.265519
6.139738,2.956717,3.011393,-0.224898,-0.271952
6.144737,2.955573,3.009733,-0.231189,-0.284365
6.149737,2.954401,3.008624,-0.236075,-0.284827
6.154737,2.953210,3.006905,-0.239435,-0.290642
6.159736,2.952007,3.005915,-0.241194,-0.281164
6.164736,2.950800,3.004224,-0.241342,-0.282882
6.169735,2.949597,3.003413,-0.239881,-0.267541
6.174735,2.948406,3.001812,-0.236843,-0.262894
6.179735,2.947235,3.000740,-0.232270,-0.259660
6.184734,2.946091,2.999199,-0.226275,-0.251798
6.189734,2.944981,2.998273,-0.218964,-0.243575
6.194734,2.943911,2.996826,-0.210489,-0.234181
6.199733,2.942887,2.995977,-0.200884,-0.225846
6.204733,2.941914,2.994822,-0.190524,-0.228542
6.209733,2.940994,2.994327,-0.179497,-0.228636
6.214732,2.940131,2.992981,-0.167896,-0.216690
6.219732,2.939328,2.992110,-0.155731,-0.205258
6.224731,2.938587,2.990909,-0.143119,-0.189605
6.229731,2.937910,2.990277,-0.130015,-0.187127
6.234731,2.937301,2.989187,-0.116440,-0.173328
6.239730,2.936760,2.988505,-0.102550,-0.165883
6.244730,2.936290,2.987542,-0.088427,-0.153097
6.249730,2.935891,2.986909,-0.073968,-0.148795
6.254729,2.935565,2.986047,-0.059177,-0.135171
6.259729,2.935314,2.985475,-0.044059,-0.127923
6.264729,2.935140,2.984745,-0.028760,-0.110038
6.269728,2.935042,2.984315,-0.013405,-0.098961
6.274728,2.935021,2.983752,0.001947,-0.082857
6.279727,2.935077,2.983413,0.017248,-0.075041
6.284727,2.935209,2.982989,0.032542,-0.060163
6.289727,2.935417,2.982868,0.047725,-0.047406
6.294726,2.935701,2.982613,0.062723,-0.034124
6.299726,2.936059,2.982480,0.077485,-0.024206
6.304726,2.936491,2.996587,0.092212,0.055513
6.309725,2.936995,2.996963,0.106674,0.064317
6.314725,2.937570,2.997376,0.120731,0.077625
6.319725,2.938214,2.997796,0.134081,0.083399
6.324724,2.938923,2.998319,0.146856,0.093449
6.329724,2.939693,2.998744,0.158734,0.101545
6.334723,2.940519,2.999372,0.169517,0.111010
6.339723,2.941396,2.999864,0.179320,0.108379
6.344723,2.942320,3.000531,0.188132,0.117387
6.349722,2.943284,3.001031,0.195891,0.125558
6.354722,2.944284,3.001798,0.202574,0.129869
6.359722,2.945314,3.002429,0.208135,0.140694
6.364721,2.946369,3.003279,0.212557,0.143471
6.369721,2.947443,3.003777,0.215926,0.141359
6.374721,2.948530,3.004630,0.218300,0.141354
6.379720,2.949626,3.005085,0.219705,0.137738
6.384720,2.950726,3.005902,0.220170,0.132027
6.389719,2.951826,3.006725,0.219737,0.139781
6.394719,2.952921,3.007551,0.218464,0.134553
6.399719,2.954008,3.008345,0.216410,0.136383
6.404718,2.955082,3.013260,0.213648,0.152408
6.409718,2.956140,3.013915,0.210229,0.148553
6.414718,2.957180,3.014796,0.206188,0.143160
6.419717,2.958197,3.015109,0.201570,0.144968
6.424717,2.959189,3.015961,0.196425,0.136863
6.429717,2.960155,3.016621,0.190688,0.122171
6.434716,2.961089,3.017342,0.184387,0.112738
6.439716,2.961991,3.017802,0.177535,0.101290
6.444715,2.962857,3.018387,0.170197,0.088355
6.449715,2.963685,3.018706,0.162490,0.075849
6.454715,2.964473,3.019131,0.154451,0.061446
6.459714,2.965221,3.019330,0.146211,0.049146
6.464714,2.965927,3.019599,0.137695,0.037419
6.469714,2.966589,3.019716,0.129079,0.025827
6.474713,2.967208,3.019852,0.120382,0.015450
6.479713,2.967784,3.020047,0.111621,0.012070
6.484713,2.968316,3.020092,0.102868,-0.001795
6.489712,2.968804,3.020275,0.094150,-0.003128
6.494712,2.969249,3.020232,0.085500,-0.016604
6.499712,2.969651,3.020657,0.077067,-0.008685
6.504711,2.970011,3.017836,0.068783,0.053782
6.509711,2.970330,3.017994,0.060682,0.048761
6.514710,2.970610,3.018263,0.052843,0.036794
6.519710,2.970852,3.018588,0.045262,0.026133
6.524710,2.971056,3.018719,0.037990,0.015592
6.529709,2.971225,3.018960,0.031036,-0.003033
6.534709,2.971360,3.018918,0.024376,-0.013988
6.539709,2.971462,3.018830,0.017953,-0.016567
6.544708,2.971534,3.018711,0.011730,-0.025969
6.549708,2.971574,3.018682,0.005742,-0.015548
6.554708,2.971586,3.018580,0.000039,-0.020649
6.559707,2.971569,3.018537,-0.005426,-0.022879
6.564707,2.971526,3.018387,-0.010678,-0.028433
6.569706,2.971458,3.018322,-0.015733,-0.029659
6.574706,2.971365,3.018124,-0.020524,-0.038853
6.579706,2.971248,3.018020,-0.025095,-0.040567
6.584705,2.971110,3.017764,-0.029452,-0.045283
6.589705,2.970950,3.017589,-0.033562,-0.046598
6.594705,2.970770,3.017301,-0.037458,-0.051892
6.599704,2.970572,3.016711,-0.041114,-0.064774
6.604704,2.970357,3.024312,-0.044581,-0.010613
6.609704,2.970124,3.023872,-0.047842,-0.004691
6.614703,2.969876,3.023828,-0.050890,-0.011271
6.619703,2.969613,3.023893,-0.053751,-0.018567
6.624702,2.969336,3.023777,-0.056492,-0.020787
6.629702,2.969045,3.023803,-0.059143,-0.029119
6.634702,2.968742,3.023616,-0.061729,-0.033267
6.639701,2.968425,3.023501,-0.064318,-0.041218
6.644701,2.968096,3.023246,-0.066917,-0.042640
6.649701,2.967753,3.023062,-0.069560,-0.046234
6.654700,2.967397,3.022770,-0.072257,-0.052390
6.659700,2.967028,3.022590,-0.074978,-0.050388
6.664700,2.966645,3.022283,-0.077726,-0.054226
6.669699,2.966248,3.021967,-0.080498,-0.063429
6.674699,2.965837,3.021577,-0.083281,-0.067745
6.679698,2.965412,3.021701,-0.086031,-0.056730
6.684698,2.964974,3.021350,-0.088741,-0.059229
6.689698,2.964523,3.021468,-0.091372,-0.049482
6.694697,2.964058,3.021172,-0.093919,-0.049081
6.699697,2.963581,3.021476,-0.096351,-0.036775
6.704697,2.963092,2.984853,-0.098610,-0.069142
6.709696,2.962593,2.984679,-0.100671,-0.073991
6.714696,2.962084,2.984229,-0.102517,-0.073312
6.719696,2.961567,2.984002,-0.104119,-0.078977
6.724695,2.961042,2.983519,-0.105439,-0.081189
6.729695,2.960512,2.983187,-0.106439,-0.079835
6.734694,2.959978,2.982705,-0.107077,-0.081833
6.739694,2.959441,2.982407,-0.107311,-0.093621
6.744694,2.958905,2.981834,-0.107099,-0.096898
